data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7454617,404,KEN7614,7614,20201218,2020,1,Strategic developments,Looting/property destruction,Al Shabaab,,2,Civilians (Kenya),,7,27,Eastern Africa,Kenya,Mandera,Lafey,Lafey,Wargadud,3.1863,40.8677,2,Daily Nation (Kenya),National,"Property destruction: On 18 December 2020, suspected Al Shabaab militants destroyed a Safaricom mast in Elele village near Wargadud town (Lafey, Mandera). No fatalities and/or injuries reported.",0,1610409633,KEN
7454613,404,KEN7612,7612,20201217,2020,1,Riots,Violent demonstration,Rioters (Kenya),Taxi Drivers (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nakuru,Molo,Elburgon,Elburgon,-0.3,35.8167,1,Daily Nation (Kenya),National,"On 17 December 2020, local youths demonstrated over the poor state of the Molo-Elburgon road. The demonstrators mostly boda-boda operators, barricaded and lit bonfires along the road in Elburgon town (Molo, Nakuru). The police officers dispersed the demonstrators and cleared the road. [size=no report]",0,1610409633,KEN
7454614,404,KEN7608,7608,20201214,2020,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera South,Elwak South,El Wak,2.8094,40.9358,2,Daily Nation (Kenya),National,"On 14 December 2020, suspected Al Shabaab militants attacked Kenya police at Borehole 11 police camp in the outskirts of El Wak town (Mandera South, Mandera). The militants destroyed the new police camp. No fatalities and/or injuries reported.",0,1610409633,KEN
7454616,404,KEN7610,7610,20201214,2020,1,Protests,Peaceful protest,Protesters (Kenya),KNUN: Kenya National Union of Nurses; Health Workers (Kenya),6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3072,36.0723,1,Daily Nation (Kenya),National,"On 14 December 2020, at least 500 clinical officers, nurses and laboratory technicians, led by KNUN, demonstrated over six months unpaid salaries and a lack of PPE Nakuru town (Nakuru Town East, Nakuru). [size=at least 500]",0,1610409633,KEN
7454872,404,KEN7609,7609,20201214,2020,1,Protests,Peaceful protest,Protesters (Kenya),KNUN: Kenya National Union of Nurses; KUCO: Kenya Union of Clinical Officers; Health Workers (Kenya),6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Kenya Broadcasting Corporation,National,"On 14 December 2020, over a hundred nurses and clinicians, led by KNUN staged a protest and demanded for provision of PPEs, health insurance, risk allowances, promotions, job re-designation gathered at uhuru park in Nairobi city (Starehe, Nairobi). The protest was organized by KUCO. [size=over a hundred]",0,1610409636,KEN
7454873,404,KEN7611,7611,20201214,2020,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Njoro,Njoro,Njoro,-0.3316,35.9449,1,Kenya Standard,National,"On 14 December 2020, local residents marched against the brutal murder of a blogger and demanded for justice for the activist in Njoro town (Njoro, Nakuru). [size=no report]",0,1610409636,KEN
7395593,404,KEN7603,7603,20201211,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Students (Kenya),7,17,Eastern Africa,Kenya,Trans Nzoia,Kiminini,Kiminini,Kiminini,0.8931,34.9241,2,K24,National,"On 11 December 2020, a Kenyan police officer shot and killed a university student after he stopped the officers from pouring out his father's alcohol in Namanjalala village near Kiminini town (Kiminini, Trans Nzoia).",1,1607976274,KEN
7395594,404,KEN7604,7604,20201211,2020,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Trans Nzoia,Kiminini,Kiminini,Kiminini,0.8931,34.9241,2,K24,National,"On 11 December 2020, local residents stormed Namanjalala police post and attempted to set it alight following the killing of a student in Namanjalala village near Kiminini town (Kiminini, Trans Nzoia) (coded separately). Police used teargas to disperse the demonstrators. [size=no report]",0,1607976274,KEN
7395596,404,KEN7602,7602,20201208,2020,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya); Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Bungoma,Webuye West,Maraka,Webuye,0.6167,34.7667,1,Kenya Standard,National,"On 8 December 2020, students took to the streets and protested against an alleged sexual assault in a bathroom at Lugulu girls school in Webuye town (Webuye, Bungoma). The students claimed the victim was taking a bath when she was sexually assaulted. [size=no report]",0,1607976274,KEN
7395779,404,KEN7600,7600,20201206,2020,1,Protests,Peaceful protest,Protesters (Kenya),Women (Kenya),6,,,0,60,Eastern Africa,Kenya,Lamu,Lamu West,Hindi,Hindi,-2.1749,40.8199,1,Star (Kenya),National,"On 6 December 2020, local residents, community and religious organisations marched on the streets carrying placards decrying rampant sexual violence and protested against the rise in defilement in Hindi town (Lamu West, Lamu). They demanded the speedy arrest of a Kenya defense forces officer who is alleged to have married a KCPE candidate from the town. [size=no report]",0,1607976278,KEN
7329968,404,KEN7599,7599,20201205,2020,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Tharaka-Nithi,Nithi,Karingani,Chuka,-0.3333,37.65,1,Daily Nation (Kenya),National,"On 5 December 2020, Chuka university students staged a protest over a proposed fee hike by the university board in Chuka town (Nithi, Tharaka-Nithi). The students vowed to paralyze the university's activities if the ministry of education goes on with the proposed plans which will see tuition fee grow from Sh16,000 to Sh48,000, annually. [size=no report]",0,1607375001,KEN
7329964,404,KEN7598,7598,20201203,2020,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nyeri,Nyeri Town,Rware,Nyeri,-0.4167,36.95,1,Daily Nation (Kenya),National,"On 3 December 2020, over a hundred Karitina university students demonstrated and demanded the removal of the vice chancellor in Nyeri town (Nyeri town, Nyeri). The students also claimed they were being forced to sit exams yet they had not covered the syllabus fully. The demonstrators barricaded roads and engaged about 100 anti-riot police officers in running battles. [size=over hundred]",0,1607375001,KEN
7329966,404,KEN7597,7597,20201203,2020,1,Protests,Protest with intervention,Protesters (Kenya),Labour Group (Kenya),6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Kisii,Nyaribari Chache,Kisii Central,Kisii,-0.6833,34.7667,1,Daily Nation (Kenya),National,"On 3 December 2020, local contractors staged a protest outside the Kisii assembly premises in Kisii town (Nyaribari Chache, Kisii), accusing ward representatives of awarding themselves tenders. The police used teargas to disperse protesting contractors. [size=no report]",0,1607375001,KEN
7329967,404,KEN7595,7595,20201202,2020,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-) Border Patrol Unit,,1,12,Eastern Africa,Kenya,Garissa,Dujis,Iftin,Garissa,-0.4536,39.6461,2,Daily Nation (Kenya),National,"On 2 December 2020, Al Shabaab militants launched an attack against a Kenyan police border patrol unit base in Amuma village near Garissa (Dujis, Garissa). One police officer was killed, two others injured and a police armory vehicle were destroyed.",1,1607375001,KEN
7329970,404,KEN7596,7596,20201202,2020,1,Strategic developments,Arrests,Police Forces of Kenya (2013-),,1,MRC: Mombasa Republican Council,,3,13,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,1,Daily Nation (Kenya),National,"Arrests: On 2 December 2020, Kenya police arrested at least 200 suspected Mombasa Republican Council (MRC) members in Mombasa town (Mvita, Mombasa). The separatist group has been advocating for the coastal region to secede from the rest of Kenya.",0,1607375001,KEN
7329963,404,KEN7592,7592,20201201,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Bungoma,Mt. Elgon,Elgon,Bureti,0.8201,34.7068,1,Daily Nation (Kenya),National,"On 1 December 2020, unknown gunmen shot and killed a man outside his house at Chepyuk market in Bureti town (Mt. Elgon, Bungoma). The circumstances are unclear. According to reports, it is suspected that the attack could be an indication of a resurgence of the outlawed Sabaot Land Defense Force.",1,1607375001,KEN
7329965,404,KEN7593,7593,20201201,2020,1,Battles,Armed clash,Auliyan Ethnic Militia (Kenya),Pastoralists (Kenya),4,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Isiolo,Isiolo South,Garbatulla,Garba Tula,0.5333,38.52,2,Daily Nation (Kenya),National,"On 1 December 2020, an Auliyan militia clashed with a Borana militia in Quri grazing area near Garba Tula town (Isiolo South, Isiolo). Seven people were killed. The motive for attack was a dispute over grazing land and clan retaliation.",7,1607375001,KEN
7330295,404,KEN7594,7594,20201201,2020,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Garissa,Dujis,Iftin,Garissa,-0.4536,39.6461,1,Star (Kenya),National,"On 1 December 2020, local residents of Bula Towfiq staged a protest to appeal to both the national and county governments to stop a politically-connected individual from developing a ''grabbed'' piece of land in the area in Garissa town (Dujis, Garissa). [size=no report]",0,1607375003,KEN
7330305,404,KEN7591,7591,20201129,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,2,The Kenyan Herald,National,"On 29 November 2020, an Al Shabaab IED, targeting a Kenya police forces convoy travelling between Jabibar and Rhamu road, detonated near Rhamu town (Mandera North, Mandera). Five police officers were injured.",0,1607375003,KEN
7329969,404,KEN7590,7590,20201129,2020,1,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Auliyan Clan Group (Kenya); Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Isiolo,Isiolo South,Garbatulla,Garba Tula,0.5333,38.52,2,Daily Nation (Kenya),National,"On 29 November 2020, a Borana militia shot and killed a pastoralist from the Auliyan clan in Quri grazing area near Garba Tula town (Isiolo South, Isiolo). The motive of the killing was a land dispute between the clans.",1,1607375001,KEN
7330296,404,KEN7589,7589,20201128,2020,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Busia,Teso North,Malaba Central,Malaba,0.6346,34.2756,1,Star (Kenya),National,"On 28 November 2020, over fifty local residents demonstrated for a second day against the brutality of a police officer who shot a civilian in Malaba town (Teso North, Busia) (coded separately). The demonstrators demanded justice, blocked roads and lit bonfires along the Malaba-Bungoma highway. The police fired teargas canisters to disperse the demonstrators. [size=over fifty]",0,1607375003,KEN
7330053,404,KEN7586,7586,20201127,2020,1,Battles,Armed clash,Kalenjin Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-),,1,14,Eastern Africa,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.5167,35.2833,2,Kenya Standard,National,"On 27 November 2020, a group of Kalenjin militia attacked a police officers who had gone to arrest a suspect in Pambasuko village, Turbo constituency near Eldoret town (Ainabkoi, Uasin Gishu). Two people were killed and six others injured, including police officer.",2,1607375002,KEN
7313443,404,KEN7580,7580,20201127,2020,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Kirinyaga,Gichugu,Baragwi,Kagio,-0.6166,37.25,1,Daily Nation (Kenya),National,"On 27 November 2020, dozens of pupils from Kagio primary school staged a protest at a police station in Kagio town (Gichugu, Kirnyaga), demanding the arrest of their teacher whom they accused of sexual misconduct in the school. [size=dozens]",0,1606769178,KEN
7330294,404,KEN7588,7588,20201127,2020,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Busia,Teso North,Malaba Central,Malaba,0.6346,34.2756,1,Star (Kenya),National,"On 27 November 2020, over fifty local residents demonstrated against the brutality of a police officer who shot a civilian in Malaba town (Teso North, Busia) (coded separately). The demonstrators demanded justice, blocked roads and lit bonfires along the Malaba-Bungoma highway. The police fired teargas canisters to disperse the demonstrators. [size=over fifty]",0,1607375003,KEN
7330297,404,KEN7587,7587,20201127,2020,1,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Busia,Teso North,Malaba Central,Malaba,0.6346,34.2756,1,Star (Kenya),National,"On 27 November 2020, a police officer shot and killed a civilian for not wearing a mask in Malaba town (Teso North, Busia) during a coronavirus-related operation.",1,1607375003,KEN
7313442,404,KEN7584,7584,20201124,2020,1,Violence against civilians,Abduction/forced disappearance,Police Forces of Ethiopia (2018-),,8,Civilians (Kenya),,7,78,Eastern Africa,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.5094,39.0528,2,Daily Nation (Kenya),National,"On 24 November 2020, Ethiopian federal police abducted nine Kenyans for allegedly providing refuge to Oromo Liberation Front (OLF) militia near Moyale town (Moyale, Marsabit).",0,1606769178,KEN
7313441,404,KEN7583,7583,20201123,2020,1,Battles,Armed clash,Police Forces of Ethiopia (2018-),,8,OLF: Oromo Liberation Front,,2,28,Eastern Africa,Kenya,Marsabit,Moyale,Moyale Township,Moyale,3.5094,39.0528,2,Daily Nation (Kenya),National,"On 23 November 2020, Ethiopian Federal Police reportedly clashed with OLF members in Somare location in Moyale Sub-county (Moyale, Marsabit). Scores of people were reportedly injured.",0,1606769178,KEN
7313516,404,KEN7579,7579,20201123,2020,1,Protests,Peaceful protest,Protesters (Kenya),Nubian Ethnic Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,Kenya Standard,National,"On 23 November 2020, the Nubian Rights Forum staged a demonstration over an alleged kidnapping at the Mama Lucy hospital in Nairobi town (Starehe, Kenya). The group lamented the arrest of a senior medical officer in connection to the kidnapping, they claim that the arrest was political and demanded his release. [size=no report]",0,1606769178,KEN
7313440,404,KEN7581,7581,20201122,2020,1,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),Samburu Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Samburu,Samburu North,El-Barta,Baragoi,1.7833,36.7833,2,Daily Nation (Kenya),National,"On 22 November 2020, Turkana militia shot and killed a young Samburu boy when they stormed Natiti village near Baragoi town (Samburu North, Samburu). They also stole an unknown number of livestock.",1,1606769178,KEN
7313444,404,KEN7582,7582,20201122,2020,1,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),,4,Civilians (Kenya),Taxi Drivers (Kenya); Turkana Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Marsabit,Laisamis,Kargi/South Horr,South Horr,2.096,36.9191,2,Daily Nation (Kenya),National,"On 22 November 2020, Samburu militia shot and killed a bodaboda rider in Nkoriche area near South Horr town (Laisamis, Marsabit). The motive of the attack is believed to be clan revenge.",1,1606769178,KEN
7395780,404,KEN7601,7601,20201120,2020,2,Battles,Armed clash,Garre Ethnic Militia (Kenya),Pastoralists (Kenya),4,Murle Ethnic Militia (Kenya),Pastoralists (Kenya),4,44,Eastern Africa,Kenya,Mandera,Lafey,Lafey,Lafey,3.1508,41.1862,2,Star (Kenya),National,"Around 20 November 2020, clan militias from Garre and Murle clans clashed in Yado village near Lafey town (Lafey, Mandera). At least seven people were killed. The clash was related to a pasture land and water dispute.",7,1607976278,KEN
7307238,404,KEN7578,7578,20201120,2020,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kakamega,Lurambi,Mahiakalo,Lurambi,0.3,34.7667,1,Daily Nation (Kenya),National,"On 20 November 2020, over a hundred mourners staged a demonstration and carried the coffin of a dead teenager during an overnight vigil dance in Lurambi village (Lurambi, Kakamega). The police clashed with the mourners when they burnt down more than 15 houses and destroyed crops on farms. [size=over a hundred]",0,1606158329,KEN
7307396,404,KEN7577,7577,20201119,2020,1,Protests,Peaceful protest,Protesters (Kenya),Street Traders (Kenya),6,,,0,60,Eastern Africa,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,1,NEP TV,Subnational,"On 19 November 2020, over fifty street traders staged a protest against the trade ministry of Wajir county for failling to relocate all the traders from Soko Mjinga to the new county market in Wajir town (Wajir East, Wajir). They demanded all traders to be treated the same way. [size=over 50]",0,1606158330,KEN
7307486,404,KEN7576,7576,20201119,2020,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Students (Kenya),7,47,Eastern Africa,Kenya,Baringo,Tiaty,Ribkwo,Kapedo,1.1692,36.0955,1,Star (Kenya),National,"On 19 November 2020, a suspected armed Pokot militia attacked a group of men who were fetching firewood in Kapedo village (Tiaty, Baringo). One student were killed and three others went missing.",1,1606158330,KEN
7455556,404,KEN7607,7607,20201114,2020,1,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Muslim Group (Kenya),7,17,Eastern Africa,Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,1,Star (Kenya),National,"On 14 November 2020, suspected police officers abducted a sheikh from Barwaqo village in Wajir town (Wajir East, Wajir). The sheikh had travelled from Sire location in Korondinle division.",0,1610409643,KEN
7302249,404,KEN7575,7575,20201114,2020,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,2,Shabelle Media Network,Regional,"On 14 November 2020, Al Shabaab militants attacked a Kenyan police post in the vicinity of Mandera town (Mandera East, Mandera). One person was killed.",1,1605559070,KEN
7302003,404,KEN7574,7574,20201113,2020,1,Battles,Armed clash,Turkana Ethnic Militia (Kenya),,4,Police Forces of Kenya (2013-) General Service Unit,,1,14,Eastern Africa,Kenya,Meru,Igembe South,Maua,Maua,0.2321,37.9405,2,Daily Nation (Kenya),National,"On 13 November 2020, Turkana ethnic militia ambushed police forces when they were patrolling the expansive northern grazing zone near Mariara village in Maua town (Igembe South, Meru). Ten police officers were injured.",0,1605559069,KEN
7302005,404,KEN7573,7573,20201112,2020,1,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Meru,Igembe South,Maua,Maua,0.2321,37.9405,2,Daily Nation (Kenya),National,"On 12 November 2020, a Tukrana ethnic militia shot and killed a civilian looking after his cattle in the vicinity of Maua town (Igembe South, Meru). The incident is related to land dispute.",1,1605559069,KEN
7302004,404,KEN7572,7572,20201111,2020,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,1,Daily Nation (Kenya),National,"On 11 November 2020, local residents have staged a peaceful protest in the front gate of the police in Marsabit town (Saku, Marsabit). The protesters demanded justice for a teacher who had been killed (coded separately). [size=no report]",0,1605559069,KEN
7302006,404,KEN7571,7571,20201110,2020,1,Riots,Violent demonstration,Rioters (Kenya),Labour Group (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nakuru,Naivasha,Mai Mahiu,Mai Mahiu,-0.9838,36.5899,1,Daily Nation (Kenya),National,"On 10 November 2020, over a hundred sand harvesters staged a demonstration and set up roadblocks against Kedong ranch owners when they doubled sand harvesting fees in Mai Mahiu town (Naivasha, Nakuru). Police fired teargas to disperse the demonstrators. Two people were killed and several injured and at least 15 youth were arrested and are in police custody. [size=over a hundred]",2,1605559069,KEN
7302002,404,KEN7570,7570,20201107,2020,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Teachers (Kenya),7,37,Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,1,Daily Nation (Kenya),National,"On 7 November 2020, unknown gunmen shot and killed a teacher from the Dakabaricha mixed secondary school at his home in Marsabit town (Saku, Marsabit). The motive is unknown.",1,1605559069,KEN
7302263,404,KEN7569,7569,20201106,2020,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),,4,Civilians (Kenya),Marakwet Ethnic Group (Kenya); Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Elgeyo-Marakwet,Marakwet East,Sambirir,Elegeyo-Marakwet,0.99,35.55,2,Star (Kenya),National,"On 6 November 2020, Pokot ethnic militiamen shot and killed two young boys and to stole animals they were herding in the vicinity of Elegeyo-Marakwet town (Marakwet East, Elgeyo-Marakwet). The incident is related to land dispute.",2,1605559070,KEN
7297124,404,KEN7568,7568,20201105,2020,1,Battles,Armed clash,Al Shabaab,,2,Police Forces of Kenya (2013-),,1,12,Eastern Africa,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,2,Radio Dalsan,Regional,"On 5 November 2020, Al Shabaab militants attacked a Kenyan police reserve unit base in the vicinity of Mandera town (Mandera East, Mandera). The militants also destroyed a safaricom mast in the base. No fatalities and/or injuries reported.",0,1604956852,KEN
7296930,404,KEN7567,7567,20201104,2020,1,Protests,Peaceful protest,Protesters (Kenya),Taxi Drivers (Kenya),6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3072,36.0723,1,Daily Nation (Kenya),National,"On 4 November 2020, over a thousand matatu drivers marched in the streets in support for the Building Bridges Initiative (BBI) in Nakuru town (Nakuru Town East, Nakuru). [size=over a thousand]",0,1604956851,KEN
7296929,404,KEN7566,7566,20201103,2020,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyeri,Mathira,Konyu,Karatina,-0.4817,37.1251,1,Daily Nation (Kenya),National,"On 3 November 2020, local mourners staged a protest accusing the police of taking too long in arresting those linked to the suspected murders of three people in Karatina town (Mathira, Nyeri). [size=no report].",0,1604956851,KEN
7297011,404,KEN7565,7565,20201029,2020,1,Protests,Peaceful protest,Protesters (Kenya),Muslim Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Garissa,Dujis,Iftin,Garissa,-0.4536,39.6461,1,Kenya Standard,National,"On 29 October 2020, over hundred local residents staged a protest against the remarks of the French president against Islam in Garissa town (Dujis, Garissa). The protesters called the population to boycott all French products [size=over hundred]",0,1604956852,KEN
